curveID,curveName,pillar,campaignproduct,mediagroup,2022_wk8,2022_wk9,2022_wk10,2022_wk11,2022_wk12,2022_wk13,2022_wk14,2022_wk15,2022_wk16,2022_wk17,2022_wk18,2022_wk19,2022_wk20,2022_wk21,2022_wk22,2022_wk23,2022_wk24,2022_wk25,2022_wk26,2022_wk27,2022_wk28,2022_wk29,2022_wk30,2022_wk31,2022_wk32,2022_wk33,2022_wk34,2022_wk35,2022_wk36,2022_wk37,2022_wk38,2022_wk39,2022_wk40,2022_wk41,2022_wk42,2022_wk43,2022_wk44,2022_wk45,2022_wk46,2022_wk47,2022_wk48,2022_wk49,2022_wk50,2022_wk51,2022_wk52,2023_wk1,2023_wk2,2023_wk3,2023_wk4,2023_wk5,2023_wk6,2023_wk7,2023_wk8,2023_wk9,2023_wk10,2023_wk11,2023_wk12,2023_wk13,2023_wk14,2023_wk15,2023_wk16,2023_wk17,2023_wk18,2023_wk19,2023_wk20,2023_wk21,2023_wk22,2023_wk23,2023_wk24,2023_wk25,2023_wk26,2023_wk27,2023_wk28,2023_wk29,2023_wk30,2023_wk31,2023_wk32,2023_wk33,2023_wk34,2023_wk35,2023_wk36,2023_wk37,2023_wk38,2023_wk39,2023_wk40,2023_wk41,2023_wk42,2023_wk43,2023_wk44,2023_wk45,2023_wk46,2023_wk47,2023_wk48,2023_wk49,2023_wk50,2023_wk51,2023_wk52,2024_wk1,2024_wk2,2024_wk3,2024_wk4,2024_wk5,2024_wk6,2024_wk7,2024_wk8,2024_wk9,2024_wk10,2024_wk11,2024_wk12,2024_wk13,2024_wk14,2024_wk15,2024_wk16,2024_wk17,2024_wk18,2024_wk19,2024_wk20,2024_wk21,2024_wk22,2024_wk23,2024_wk24,2024_wk25,2024_wk26,2024_wk27,2024_wk28,2024_wk29,2024_wk30,2024_wk31,2024_wk32,2024_wk33,2024_wk34,2024_wk35,2024_wk36,2024_wk37,2024_wk38,2024_wk39,2024_wk40,2024_wk41,2024_wk42,2024_wk43,2024_wk44,2024_wk45,2024_wk46,2024_wk47,2024_wk48,2024_wk49,2024_wk50,2024_wk51,2024_wk52,2025_wk1,2025_wk2,2025_wk3,2025_wk4,2025_wk5,2025_wk6,2025_wk7,2025_wk8,2025_wk9,2025_wk10,2025_wk11,2025_wk12,2025_wk13,2025_wk14,2025_wk15,2025_wk16,2025_wk17,2025_wk18,2025_wk19,2025_wk20,2025_wk21,2025_wk22,2025_wk23,2025_wk24,2025_wk25,2025_wk26,2025_wk27,2025_wk28,2025_wk29,2025_wk30,2025_wk31,2025_wk32,2025_wk33,2025_wk34,2025_wk35,2025_wk36,2025_wk37,2025_wk38,2025_wk39,2025_wk40,2025_wk41,2025_wk42,2025_wk43,2025_wk44,2025_wk45,2025_wk46,2025_wk47,2025_wk48,2025_wk49,2025_wk50,2025_wk51,2025_wk52,2026_wk1,2026_wk2,2026_wk3,2026_wk4,2026_wk5,2026_wk6,2026_wk7,2026_wk8,2026_wk9,2026_wk10,2026_wk11,2026_wk12,2026_wk13,2026_wk14,2026_wk15,2026_wk16,2026_wk17,2026_wk18,2026_wk19,2026_wk20,2026_wk21,2026_wk22,2026_wk23,2026_wk24,2026_wk25,2026_wk26,2026_wk27,2026_wk28,2026_wk29,2026_wk30,2026_wk31,2026_wk32,2026_wk33,2026_wk34
11,qualityfoodfoodthreezeroOut of home,qualityfood,foodthreezero,Out of home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14853,25786,148304,172502,24996,0,0,0,0,0,0,0,0,0,0,0,194835,247483,116944,12176,0,109254,184654,109171,11927,0,0,0,0,0,88123,143993,82205,0,0,124707,171368,113203,15440,0,0,102622,142367,74731,9212,0,0,0,0,0,0,0,14853,25786,148304,172502,24996,0,0,0,0,0,0,0,0,0,0,0,194835,247483,116944,12176,0,109254,184654,109171,11927,0,0,0,0,0,88123,143993,82205,0,0,124707,171368,113203,15440,0,0,102622,142367,74731,9212,0
12,fairpricesccthreezeroTV sponsorship,fairprices,ccthreezero,TV sponsorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697678,239248,138092,13951,116591,136357,123775,122480,123628,124801,110923,112951,3396,206698,119988,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697678,239248,138092,13951,116591,136357,123775,122480,123628,124801,110923,112951,3396,206698,119988,3616,0,0,0,0,0,0,0,0,0,0,0,0
13,fairpricesccthreezeroVideo,fairprices,ccthreezero,Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185616,249005,233579,5967,125707,109009,109096,110480,93350,74057,79421,81411,0,136867,173669,121271,104582,3178,0,0,112452,158582,95966,5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185616,249005,233579,5967,125707,109009,109096,110480,93350,74057,79421,81411,0,136867,173669,121271,104582,3178,0,0,112452,158582,95966,5638,0,0,0,0
14,qualityfoodfoodthreezeroVideo,qualityfood,foodthreezero,Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204801,189025,181807,9159,0,146833,186910,96051,4749,0,0,0,0,0,177458,228571,120677,0,0,116150,113769,166732,40601,16359,18224,96199,114883,105085,9416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204801,189025,181807,9159,0,146833,186910,96051,4749,0,0,0,0,0,177458,228571,120677,0,0,116150,113769,166732,40601,16359,18224,96199,114883,105085,9416,0
15,seasonalchristmasDigital display,seasonal,christmas,Digital display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59695,323590,164279,227916,273474,283660,266124,219187,160886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44163,124825,100908,285145,291425,321348,337558,371267,209607,43578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32007,26338,413109,218929,250666,279720,354768,364626,291825,84978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32007,26338,413109,218929,250666,279720,354768,364626,291825,84978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,seasonalchristmasPaid social,seasonal,christmas,Paid social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40770,128311,208599,255553,243247,283184,228949,199417,167088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29291,38797,41642,202633,188723,304132,436947,375726,161310,25698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38983,175722,425642,214730,188245,306734,299377,392979,177560,48858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38983,175722,425642,214730,188245,306734,299377,392979,177560,48858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,otherotherPaid social,other,other,Paid social,146047,156709,48243,111945,146776,20610,20212,18749,51966,112767,83245,31284,173610,183029,94329,187746,191810,131452,68253,84988,99458,102586,141738,168434,118765,111064,117687,57023,108380,48647,85333,138388,200750,275565,103038,44118,961,0,0,34965,0,4346,25624,14985,0,3829,42139,42957,84422,96381,122420,65643,14168,26467,58393,83343,20106,21573,109835,199913,31328,6491,70962,124296,217433,174913,14442,0,6516,10274,44465,171324,192164,35760,9942,2626,3084,18258,89062,167591,44294,78015,8653,20467,26648,47622,86708,108453,89497,27294,4215,74299,5071,5031,23556,19508,14018,16166,17748,42697,23847,19858,66581,103221,93492,96358,145976,26541,16652,28486,0,1757,21092,9403,8233,4722,14933,13303,17794,3861,27818,39066,23168,4384,32347,54170,70943,69648,45264,62735,38238,28380,56260,99482,62184,28115,12975,29052,90175,109951,69099,16083,44791,87329,0,0,35061,25390,5697,1795,18636,13934,27390,69475,93969,109503,98955,30246,21307,26444,24780,22761,39913,26872,17167,4089,9797,17307,38680,24566,35122,33777,33522,11821,63543,15325,15524,23746,80403,21767,4650,81321,16252,28380,56260,99482,62184,28115,12975,29052,90175,109951,69099,16083,44791,87329,0,0,35061,25390,5697,1795,18636,13934,27390,69475,93969,109503,98955,30246,21307,26444,24780,22761,39913,26872,17167,4089,9797,17307,38680,24566,35122,33777,33522,11821,63543,15325,15524,23746,80403,21767,4650,81321,16252
18,fairpricesccpRadio sponsorship,fairprices,ccp,Radio sponsorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38041,49543,53294,31999,28458,28242,52246,34144,30753,30802,52954,34494,30802,50920,30833,48740,33837,30821,53128,34213,30275,30738,30816,30815,50154,33767,30770,4402,43274,35685,33180,35592,58197,38432,23819,26654,57309,37580,33754,33381,35175,58471,40568,47283,48137,57192,62817,62886,64791,95781,43131,7665,28876,35022,5048,31999,28458,28242,52246,34144,30753,30802,52954,34494,30802,50920,30833,48740,33837,30821,53128,34213,30275,30738,30816,30815,50154,33767,30770,4402,43274,35685,33180,35592,58197,38432,23819,26654,57309,37580,33754,33381,35175,58471,40568,47283,48137,57192,62817,62886,64791,95781,43131,7665,28876,35022,5048
19,fairpricesccptPaid social,fairprices,ccpt,Paid social,45954,45954,45954,45954,0,0,0,0,0,39960,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35963,35865,21514,0,0,42000,42000,42000,42000,42000,32916,18467,0,0,0,0,0,0,0,0,211809,26716,26716,26716,26716,26716,26716,26715,0,0,0,0,0,0,17119,37919,37267,35522,38071,43187,50370,49965,26275,0,24147,48815,51032,50022,49821,50669,47758,57597,51293,55907,53378,49200,40585,34466,38664,31803,39513,36274,39267,8287,0,0,0,0,0,0,0,0,24947,63000,49517,37574,26928,56753,50082,66869,29663,27963,38792,40070,51184,0,0,0,0,28439,41465,39813,39891,33329,31870,60298,72112,69761,135776,99985,38777,30263,31736,31009,31407,31950,31626,43327,33049,41065,41141,39942,42721,52826,56324,21327,0,0,0,0,0,0,0,0,35548,31076,38485,28797,18943,36393,43763,36100,37991,37539,38363,24914,33197,12451,4622,5897,48633,69350,60308,68030,22581,26766,37742,33936,37970,39544,33184,40883,36779,77528,95676,103336,45662,36491,10866,43327,33049,41065,41141,39942,42721,52826,56324,21327,0,0,0,0,0,0,0,0,35548,31076,38485,28797,18943,36393,43763,36100,37991,37539,38363,24914,33197,12451,4622,5897,48633,69350,60308,68030,22581,26766,37742,33936,37970,39544,33184,40883,36779,77528,95676,103336,45662,36491,10866
20,qualityfooddftfreefromrootsoulfinestaoPaid social,qualityfood,dftfreefromrootsoulfinestao,Paid social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12617,39633,50889,41513,27522,28788,40167,37745,8983,24687,40514,44364,46050,45072,44948,45204,45316,44834,44904,44541,45096,44871,44960,44632,56953,92896,23175,7060,13930,14267,24799,35237,13842,0,0,4736,13050,13827,1344,13215,37620,20721,2307,0,0,0,0,5906,12707,12805,12824,12239,5785,18251,72142,92959,62460,43589,31455,34177,45642,50074,49618,50016,82175,91538,90348,12488,45316,44834,44904,44541,45096,44871,44960,44632,56953,92896,23175,7060,13930,14267,24799,35237,13842,0,0,4736,13050,13827,1344,13215,37620,20721,2307,0,0,0,0,5906,12707,12805,12824,12239,5785,18251,72142,92959,62460,43589,31455,34177,45642,50074,49618,50016,82175,91538,90348,12488
21,seasonalchristmasOut of home,seasonal,christmas,Out of home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54315,65219,248298,269986,268010,270124,224109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302562,353784,305045,306066,100527,61308,8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41643,256681,288616,345871,360258,247357,200505,35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41643,256681,288616,345871,360258,247357,200505,35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,fairpricesccpVideo,fairprices,ccp,Video,0,31004,119509,110669,59094,0,0,0,0,0,0,0,0,0,0,0,0,107591,138528,9628,0,0,0,0,0,0,0,27050,238601,24144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114378,35659,131469,142766,5007,0,0,0,136419,162087,93766,3745,0,0,0,0,0,0,0,0,87997,136682,102649,4749,0,0,0,0,34473,72155,90203,139982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49403,250425,165091,7845,0,0,0,0,0,22744,38559,24667,42137,95358,125332,81294,11077,0,0,0,0,86406,247100,201510,45362,5225,0,50391,221215,155695,1,0,0,0,0,0,0,178961,356565,51466,0,0,0,0,0,0,0,0,68445,222116,118818,9442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178961,356565,51466,0,0,0,0,0,0,0,0,68445,222116,118818,9442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,seasonaleasterTelevision,seasonal,easter,Television,0,0,0,0,725521,677173,574268,103615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574511,623310,481454,85204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471083,497378,470001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307494,534943,572916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307494,534943,572916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,otherotherOut of home,other,other,Out of home,83690,14305,0,96655,119833,34256,20520,53520,87780,74051,35718,40278,310246,356243,228852,381506,252452,69053,153572,184688,26956,0,199947,235534,71349,77118,88289,36829,2550,850,162173,200551,272679,292022,43030,0,0,0,0,0,1977,3893,727,46697,32615,86435,167564,87315,184989,235089,60632,21442,0,0,0,0,0,0,131196,220168,92021,56028,13019,0,204888,242673,35541,0,1700,7514,257092,303387,44933,0,2217,0,15852,109662,196406,122881,17099,0,0,0,0,2550,6800,12750,11050,9350,9639,13538,10666,8691,1700,0,0,0,8500,13600,12750,5100,218763,301282,434627,267482,41630,13600,13600,10200,3400,319,375,382,388,388,388,387,2926,35223,52747,10630,438,2931,3781,3781,4686,2631,379,2796,44083,60791,38808,27782,26697,32427,16832,6209,32875,83039,57211,17453,19465,81528,3789,3433,14064,850,0,0,0,15407,27192,34810,72728,104317,48387,63737,6214,4218,2550,850,1157,1209,359,52,8842,43531,49131,15916,50444,77232,11500,12975,27887,12516,10505,12001,13974,16159,16475,54440,6926,60791,38808,27782,26697,32427,16832,6209,32875,83039,57211,17453,19465,81528,3789,3433,14064,850,0,0,0,15407,27192,34810,72728,104317,48387,63737,6214,4218,2550,850,1157,1209,359,52,8842,43531,49131,15916,50444,77232,11500,12975,27887,12516,10505,12001,13974,16159,16475,54440,6926
25,qualityfoodfinestVideo,qualityfood,finest,Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149870,97898,119601,4894,0,0,94914,127582,147939,165001,136905,227137,190207,76079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94914,127582,147939,165001,136905,227137,190207,76079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,fairpricesttvPaid social,fairprices,ttv,Paid social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7699,58392,69312,46520,4049,0,0,0,12674,19356,36233,52802,6140,0,9971,13010,12992,12900,11644,29640,35923,34422,24227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19254,36804,37595,16769,0,0,0,0,0,35972,42848,43620,6274,0,0,0,0,0,0,0,0,0,0,0,86934,27605,0,0,0,0,0,0,0,0,0,0,0,0,0,19753,54070,53781,53119,53268,8135,0,17644,35269,36435,40708,46284,5820,0,0,0,16526,30111,29326,11752,41478,42010,34343,52580,70243,97873,34201,32605,32565,32575,32748,32190,32581,4984,0,0,0,86934,27605,0,0,0,0,0,0,0,0,0,0,0,0,0,19753,54070,53781,53119,53268,8135,0,17644,35269,36435,40708,46284,5820,0,0,0,16526,30111,29326,11752,41478,42010,34343,52580,70243,97873,34201,32605,32565,32575,32748,32190,32581,4984
27,fairpricesccthreezeroPaid social,fairprices,ccthreezero,Paid social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144709,111691,124866,13032,0,0,24973,0,0,0,0,0,0,0,70739,110769,39815,4296,0,0,28272,111072,143158,60902,0,117035,72351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144709,111691,124866,13032,0,0,24973,0,0,0,0,0,0,0,70739,110769,39815,4296,0,0,28272,111072,143158,60902,0,117035,72351,0
28,fairpricespricecutsTelevision,fairprices,pricecuts,Television,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462066,507959,442715,208039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313656,344437,485435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313656,344437,485435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,qualityfooddftfreefromrootsoulfinestaoDigital display,qualityfood,dftfreefromrootsoulfinestao,Digital display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10363,37654,39412,42390,23236,23680,15542,7939,2271,0,21791,28320,27482,27017,25393,27229,27822,24800,16111,16110,22030,27114,26412,26399,26576,32181,12917,13057,12445,16734,14957,25762,12853,0,0,4321,5954,8570,0,6225,39276,6740,0,0,0,0,0,4332,5557,3631,4660,9538,771,12079,43777,24069,29431,2889,28773,37020,42262,45742,49736,51696,65423,70655,68707,9483,27822,24800,16111,16110,22030,27114,26412,26399,26576,32181,12917,13057,12445,16734,14957,25762,12853,0,0,4321,5954,8570,0,6225,39276,6740,0,0,0,0,0,4332,5557,3631,4660,9538,771,12079,43777,24069,29431,2889,28773,37020,42262,45742,49736,51696,65423,70655,68707,9483
30,fairpricesttvVideo,fairprices,ttv,Video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181262,180834,153310,38818,226,0,0,0,85787,103211,76440,75550,6498,0,0,0,0,0,0,90081,86409,58772,4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72010,174539,178047,62712,19270,12225,13412,1529,0,257040,162132,115617,5593,0,0,0,0,0,0,0,0,0,85915,118295,103600,14827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128904,224780,109204,5840,853,0,0,113772,107620,119759,8734,0,0,0,0,0,0,0,0,85915,118295,103600,14827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128904,224780,109204,5840,853,0,0,113772,107620,119759,8734,0,0,0,0,0,0,0
31,otherotherDigital display,other,other,Digital display,1,0,0,47329,74632,15093,2939,2982,2763,1458,3171,11820,51540,62852,9036,17939,19595,52177,56913,58321,58349,50097,78797,77057,11213,2272,29553,2681,3133,44405,101105,113480,95442,180887,166208,98035,15037,9719,6078,2197,6014,23126,13114,8235,2632,23811,108108,108590,111643,86194,83783,28024,2183,2435,2443,2371,2424,2873,44724,52488,13346,92107,10391,56567,81526,83336,15219,1862,1577,1414,15739,69020,197698,44444,3294,2924,2967,53238,106447,112475,16165,2500,3094,3630,3258,3186,6673,16376,20794,30954,15157,6578,7621,11148,6896,2956,11635,20370,31903,31555,47478,88300,80099,179157,226179,156073,132601,34378,18093,6994,6254,6240,6142,3809,3037,2752,2423,3140,3856,3566,3391,2941,10229,2361,15283,21280,19069,9356,9898,12034,24887,22570,17013,3340,79904,48409,40959,17003,41687,115798,42337,10286,2374,3983,1745,1708,4595,4269,2245,2652,15546,21748,28829,69869,43017,61956,36745,21935,21258,18042,17899,7267,5398,4437,5095,2443,6912,23962,32091,6858,4493,6366,7156,5534,7582,7422,6594,13702,31039,34826,2350,413,148,22570,17013,3340,79904,48409,40959,17003,41687,115798,42337,10286,2374,3983,1745,1708,4595,4269,2245,2652,15546,21748,28829,69869,43017,61956,36745,21935,21258,18042,17899,7267,5398,4437,5095,2443,6912,23962,32091,6858,4493,6366,7156,5534,7582,7422,6594,13702,31039,34826,2350,413,148
